Page ID,Page name,Disclaimer,Amount spent (USD),Number of ads in Library
"103,267,797,893,374.00 ",Black Feminist Future,Black Feminist Future Inc,≤100,12
"811,900,825,495,982.00 ",Niskanen Center,The Niskanen Center,≤100,1
"113,867,961,968,368.00 ",Tacoma Arts,These ads ran without a disclaimer,≤100,1
"68,793,499,001.00 ",UNICEF,UNICEF with Facebook Ad Credits,≤100,86
"259,762,040,834,891.00 ",Two Dots,These ads ran without a disclaimer,≤100,1
"19,535,369,102.00 ",Affirmations,These ads ran without a disclaimer,≤100,1
"1,580,420,632,187,680.00 ",Wisconsin State Representative David Steffen,Office of Representative David Steffen,≤100,1
"102,054,245,072,324.00 ",H2Own,San Diego County Water Authority,≤100,2
"103,974,389,650,244.00 ",Amenders for Federal Spending Control,Mark Albert Meier,≤100,2
"39,415,627,366.00 ",The Gordon School,"GORDON SCHOOL, THE",≤100,1
"402,605,359,852,248.00 ",RGLZ Personal Injury Law,Rappaport Glass Levine & Zullo LLP,≤100,1
"79,743,808,136.00 ",NAIS -- National Association of Independent Schools,These ads ran without a disclaimer,≤100,1
"232,467,307,162,583.00 ",Farm Action,Family Farm Action Inc,≤100,2
"101,395,456,078,440.00 ",firstfifteenla,These ads ran without a disclaimer,≤100,1
"175,684,735,839,705.00 ",Democrats Working Together,Sara Lynn Mays,≤100,1
"1,150,878,641,762,300.00 ",MicheleReynolds,Friends of Michele Reynolds,≤100,1
"114,496,521,992,787.00 ",The Bridge Way School,These ads ran without a disclaimer,≤100,1
"259,343,267,436,363.00 ",Representative Ed Thompson,Friends of Ed Thompson,≤100,1
"31,420,959,864.00 ",Citizens Campaign for the Environment,CITIZENS CAMPAIGN FOR THE ENVIROMENT INC,≤100,1
"373,600,379,832,804.00 ",Janice Park for Alaska,Janice For Alaska,≤100,1
"110,133,700,706,695.00 ",2 Queers In A Truck,2 Queers In A Truck,≤100,1
"447,955,018,685,179.00 ",EmRe Training,EmRe Training,≤100,1
"184,972,145,258,620.00 ",Walton County Politics,Cindy Ann Meadows,≤100,1
"112,645,607,233,942.00 ",Duval County Democratic Environmental Caucus of Florida,Duval County Democratic Environmental Caucus of Florida,≤100,1
"148,168,225,911,268.00 ",Talk Test Treat Central Florida,Florida Department of Health in Orange County,≤100,3
"674,182,529,399,211.00 ",Gun Owners Radio,Gun Owners Media LLC,≤100,2
"102,262,718,547,519.00 ",Crazy Uncle Gil,Gilbert Cuevas,≤100,1
"108,679,964,059,409.00 ",Max Burns for State Senate,Max Burns for State Senate,≤100,1
"109,688,445,137,725.00 ",Ron DeSantis News and Updates,Logan Thomas Corson,≤100,1
"108,137,281,427,391.00 ",MIT Designing and Building AI Products and Services,These ads ran without a disclaimer,≤100,1
"175,025,536,164,389.00 ",1 in 3 Foundation,1 in 3 Foundation,≤100,1
"1,720,878,078,241,100.00 ",Conservative Move,Conservative Move,≤100,1
"105,495,775,564,367.00 ",President Trump Updates,Logan Thomas Corson,≤100,1
"811,432,385,574,335.00 ",School District of Fort Atkinson,SDFA,≤100,1
"59,281,690,431.00 ",Wisconsin Gun Owners (WGO),"WISCONSIN GUN OWNERS, INC.",≤100,1
"256,425,644,979.00 ",Rutherford County GOP,Rutherford County Republic Party,≤100,4
"372,228,687,927.00 ",Great Midwest Bank,"GREAT MIDWEST BANK, S.S.B.",≤100,2
"6,808,755,897.00 ",Governing,e.Republic,≤100,1
"110,782,804,873,534.00 ",Savvy Savings Club,"Plateau Data Services, LLC dba RateMarketplace",≤100,1
"101,305,185,887,434.00 ",Foundations Podcast,Feet on the Rock Ministries,≤100,1
"416,372,135,626,739.00 ",Roots Down,"Roots Down, LLC",≤100,2
"109,465,560,444,254.00 ",Roce Today,I-ROCE LLC,≤100,2
"135,847,153,107,273.00 ",Councilman Connor Traut,Connor James Traut,≤100,1
"102,353,455,842,986.00 ",collegecontemporary,These ads ran without a disclaimer,≤100,1
"455,752,241,149,223.00 ",Dolcefino Consulting,Dolcefino Consulting,≤100,1
"109,643,217,946,821.00 ",Independent Thinkers USA,CLAUDE DAVI9JZZZ BOROWSKY,≤100,1
"109,526,232,935,380.00 ",Synthisophy,Synthisophy,≤100,1
"105,850,242,292,802.00 ",terrence_sanders_smith,These ads ran without a disclaimer,≤100,1
"103,274,742,643.00 ",Centro Romero,Centro Romero,≤100,1
"124,612,191,494,765.00 ",Tropic Trouble,These ads ran without a disclaimer,≤100,1
"1,679,603,728,947,880.00 ","Town of East Hartford, CT – Government",Town of East Hartford,≤100,2
"105,714,978,634,741.00 ",Bool Stories,These ads ran without a disclaimer,≤100,5
"324,438,034,861,159.00 ",Passive House Accelerator,These ads ran without a disclaimer,≤100,1
"192,738,164,073,627.00 ",A Better Balance,A BETTER BALANCE,≤100,5
"887,139,178,003,592.00 ",The Dean Obeidallah Show,The Dean Obeidallah Show,≤100,1
"113,086,448,076,061.00 ",Patrick Smith For Delaware,Patrick Smith For Delaware,≤100,1
"1,577,089,705,837,760.00 ",Simply Earth,Simply Earth,≤100,1
"2,157,908,930,891,450.00 ",Eugenia Thornton for Kent County Recorder of Deeds,Eugenia Thornton,≤100,2
"244,208,865,974,337.00 ",Pride Corpus Christi,"The Mosaic Project of South Texas, Inc.",≤100,1
"107,156,032,037,486.00 ",Derrick Evans,Jonathan Evans,≤100,1
"282,488,058,533,444.00 ",Heppner Gazette-Times,Gazette Times,≤100,1
"105,917,021,150,694.00 ",Knox County State's Attorney Jeremy Karlin,Knox County State's Attorney Jeremy S. Karlin,≤100,1
"302,111,635,698.00 ",National Association of Tax Professionals (NATP),National Association of Tax Professionals,≤100,1
"203,294,399,456.00 ",Public Interest Registry,These ads ran without a disclaimer,≤100,2
"105,239,092,358,571.00 ",Daniela Garcia for Ottawa County Commission,Daniela Garcia for Ottawa County,≤100,1
"1,914,561,178,824,970.00 ",Trumped,Christopher Charles Cooper,≤100,2
"380,536,432,535,011.00 ",Representative Barbara Hernandez,State Representative Barbara Hernandez,≤100,1
"102,324,345,462,668.00 ",Superior: Sustainability Elevated,Blossom Digital Marketing,≤100,1
"101,488,112,733,136.00 ",Bright Body Baby,Bright Body Baby,≤100,1
"268,868,046,463,126.00 ",Beacon Center of Tennessee,BEACON CENTER OF TENNESSEE,≤100,1
"108,046,081,689.00 ",City of Tucson - Government,City of Tucson,≤100,1
"481,331,019,059,116.00 ",The Published Reporter,The Published Reporter,≤100,1
"41,441,231,960.00 ",Southern Alliance for Clean Energy,Southern Alliance for Clean Energy,≤100,3
"101,939,781,315,530.00 ",ThePeel.news,ThePeel.news,≤100,1
"214,061,167,976.00 ",El Tiempo Latino,These ads ran without a disclaimer,≤100,1
"321,638,557,862,608.00 ",Commit,The Commit Partnership,≤100,1
"33,860,907,121.00 ",FunTimes Magazine,"FUNTIMES MAGAZINE, LLC",≤100,1
"1,165,122,570,296,950.00 ",Phoenix Zones Initiative,Phoenix Zones Initiative,≤100,1
"100,657,892,225,740.00 ",House Celebration,These ads ran without a disclaimer,≤100,1
"102,744,455,841,795.00 ",Johnson For Iredell,Johnson For Iredell,≤100,1
"1,881,534,942,159,740.00 ",Comedian Jeremy Nunes,Front Porch Entertainment Inc,≤100,1
"208,904,153,873.00 ",IBA,These ads ran without a disclaimer,≤100,1
"108,971,134,345,484.00 ",Majority in the Middle,Majority in the Middle,≤100,1
"102,589,746,451,856.00 ",American Black Journal,DETROIT EDUCATIONAL TELEVISION FOUNDATION,≤100,1
"2,379,420,128,781,410.00 ",Scissors & Scotch,These ads ran without a disclaimer,≤100,2
"14,182,731,186.00 ",Texas Appleseed,TEXAS APPLESEED,≤100,1
"125,534,664,197,670.00 ",CASA for Kids of East Texas,"CASA FOR KIDS OF EAST TEXAS, INC.",≤100,1
"419,172,532,191,894.00 ",Beyond Plastics,Beyond Plastics,≤100,1
"104,129,018,193,122.00 ",Atalaya Armstrong the Advocate,Atalaya T Armstrong,≤100,1
"921,043,291,407,287.00 ",Junta de Planificación,Junta de Planificación de Puerto Rico,≤100,18
"177,693,332,941,450.00 ",Beth Israel Lahey Health,These ads ran without a disclaimer,≤100,1
"130,273,887,006,338.00 ",Disability Rights Maine,DISABILITY RIGHTS MAINE,≤100,1
"60,865,633,726.00 ",Love Justice International,These ads ran without a disclaimer,≤100,3
"261,427,534,218,882.00 ",we are,WORKING TO EXTEND ANTI-RACIST EDUCATION,≤100,1
"53,092,472,345.00 ",U.S. Capitol Historical Society,U.S. Capitol Historical Society,≤100,1
"1,824,016,934,350,710.00 ",William Rodríguez - Especialista Energía Verde,These ads ran without a disclaimer,≤100,1
"541,443,122,858,186.00 ",Sandy Trading Co.,Sandy Trading Company LLC,≤100,2
"103,743,801,444,877.00 ","Richard Levitski III, Gadfly",Richard Gerald Levitski,≤100,1
"454,281,874,589,654.00 ","Kim Williams State Representative, 19th District",Delaware House Democratic Caucus,≤100,1
"100,826,012,173,736.00 ","Los Angeles County, CA",These ads ran without a disclaimer,≤100,1
"1,777,250,859,268,950.00 ","Chris Voccio - Niagara County Legislator, District 6",Christopher Voccio,≤100,1
"147,806,135,405,797.00 ",Rocky Mount State Historic Site,ROCKY MOUNT HISTORICAL ASSOCIATION,≤100,1
"429,881,530,453,417.00 ","Jefferson County Farmers & Neighbors, Inc. - JFAN","Jefferson County Farmers & Neighbors, Inc.",≤100,1
"108,046,638,699,583.00 ",miss_lawtinoco,These ads ran without a disclaimer,≤100,1
"109,710,055,034,733.00 ",Dene Michael 80s Pop Star,These ads ran without a disclaimer,≤100,1
"149,145,688,432,932.00 ","Maine Service Employees Association, SEIU Local 1989","Maine Service Employees Association, SEIU Local 1989",≤100,1
"1,426,633,334,258,280.00 ",Mary's House Pregnancy Care Center,MARYS HOUSE OF LOUISIANA INC,≤100,1
"108,684,375,088,100.00 ",Kevin Grindlay for Georgia,Kevin Grindlay for Georgia,≤100,1
"105,137,026,216,531.00 ",Holts Summit Community Betterment Association (HSCBA),Christopher Ward Scott,≤100,1
"653,446,288,035,243.00 ",Edward B. Goehring,Edward B. Goehring,≤100,1
"1,713,655,282,191,320.00 ",Family Justice Resource Center,Family Justice Resource Center,≤100,1
"101,455,842,247,146.00 ",Vote Red Virginia,Marshall Wilson Pattie,≤100,1
"164,223,783,681,838.00 ",Tax Talk Today,"Tax Talk Today, Inc.",≤100,1
"141,165,705,140.00 ",Veteran Feminists of America,These ads ran without a disclaimer,≤100,1
"163,050,534,459,935.00 ",Building Blue LLC,Building Blue LLC,≤100,1
"201,037,969,933,759.00 ",Santa Barbara County Association of Governments,SANTA BARBARA COUNTY ASSOCIATION OF GOVERNMENTS,≤100,1
"139,750,829,487,836.00 ",Иисус без границ,JESUS UNLTD,≤100,2
"105,839,085,514,988.00 ",Hatynka Foundation,These ads ran without a disclaimer,≤100,1
"112,975,753,840,694.00 ",Women's Fund of Greater Fort Wayne,Stephen James Bailey,≤100,1
"103,418,361,151,483.00 ",Scissors & Scotch,These ads ran without a disclaimer,≤100,1
"85,494,514,323.00 ",Urban League of Portland,Urban League of Portland,≤100,1
"103,933,818,399,146.00 ",Beautiful Trends Today Collection,These ads ran without a disclaimer,≤100,1
"162,770,253,735,982.00 ",Roger Ebert,These ads ran without a disclaimer,≤100,1
"123,078,601,659,716.00 ",ROCK Mat-Su,R.O.C.K. Mat-Su,≤100,1
"107,418,177,702,609.00 ",Middle America News,Logan Thomas Corson,≤100,1
"102,147,391,895,467.00 ",Every Day Koala Updates,These ads ran without a disclaimer,≤100,1
"119,216,091,518,705.00 ",Protect The Harvest,Karen Elizabeth Glueck,≤100,1
"504,118,316,658,151.00 ",SilencedOrganic,SilencedOrganic.com,≤100,1
"312,870,062,895,448.00 ",StateThugs,StateThugs.com,≤100,1
"112,022,491,619,318.00 ",American Apex News,Logan Thomas Corson,≤100,1
"108,644,335,147,703.00 ",Buford Speaks,Buford Speaks,≤100,1
"103,190,308,020,464.00 ",The Alex Cuesta Show,Alexander A Cuesta,≤100,4
"1,957,482,924,581,250.00 ",Brad Paquette,Brad Paquette For State Representative,≤100,1
"105,990,415,642,100.00 ",DeSantis Supporters,Logan Thomas Corson,≤100,1
"277,763,511,191.00 ",Neighborhood Legal Services,NEIGHBORHOOD LEGAL SERVICE ASSOCIATION,≤100,1
"105,991,755,578,806.00 ",Elect David Castaldo 2022,David John Castaldo,≤100,1
"104,722,152,344,565.00 ",Armon Alex for CC District 3,Armon Devonte Alex,≤100,1
"185,129,112,303,093.00 ",Future Built - Orange County Community Colleges,These ads ran without a disclaimer,≤100,1
"102,715,752,583,594.00 ","Tatum Aicklen for Bentonville Schools, Zone 5",Tatum For Bentonville,≤100,13
"110,837,831,451,812.00 ",Jake Stevens for Idaho,Jacob Andrew Stevens,≤100,1
"203,186,826,430,658.00 ",Portland Street Art Alliance,These ads ran without a disclaimer,≤100,1
"119,852,034,871,640.00 ","Diverse Eugene & Lane County, Oregon",Diverse Eugene,≤100,1
"104,356,545,686,357.00 ",Justice for Fabian Gomez,These ads ran without a disclaimer,≤100,1
"113,451,652,001,328.00 ",Harvest Rock Church,HARVEST ROCK CHURCH,≤100,1
"106,110,875,575,833.00 ",Ukrainian Las Vegas Nevada Український Лас Вегас і Невада,These ads ran without a disclaimer,≤100,1
"263,527,537,245.00 ",Minnesota Governor's Council on Developmental Disabilities,Minnesota Governor's Council on Developmental Disabilities,≤100,1
"466,001,160,112,439.00 ",Greater Barre Democrats,Greater Barre Democrats,≤100,1
"792,517,730,869,227.00 ",Bellaire Family Health Center,EAST JORDAN FAMILY HEALTH CENTER,≤100,1
"169,840,807,024,913.00 ",Jobob,The Jobob Show,≤100,4
"114,349,906,988,867.00 ",Justin Young- Manhattan Village Trustee,Justin J Young,≤100,1
"1,490,352,314,409,110.00 ",It's Pittsfield Tonight,Michael L Daly,≤100,1
"507,371,709,336,658.00 ","Steve Holt, Iowa House of Representatives",Steven Holt,≤100,1
"105,148,578,683,703.00 ",Kyle Rittenhouse,AAF Nation,≤100,2
"121,535,694,533,267.00 ",The Money School,DELAWARE COMMUNITY REINVESTMENT ACTION COUNCIL INC,≤100,1
"205,238,189,588,054.00 ","Race, Racism and the Law",Professor Vernellia Randall,≤100,1
"278,806,658,864,439.00 ",Americans for Prosperity Illinois,AMERICANS FOR PROSPERITY,≤100,2
"692,220,144,192,046.00 ",Empower Mississippi,Empower Mississippi,≤100,1
"111,745,167,230,915.00 ",Social Justice PolitiCorps for Sac County,Social Justice PolitiCorps for Sac County,≤100,1
"35,182,380,619.00 ",Việt Tân,These ads ran without a disclaimer,≤100,1
"107,835,102,125,641.00 ",Alexis Rhodes for GREEN Board of Directors,Alexis Rhodes,≤100,2
"103,782,658,963,416.00 ",Actus,These ads ran without a disclaimer,≤100,1
"110,776,702,403,268.00 ",Right to Life Northeast Indiana,Allen Country Right to Life,≤100,1
"103,387,475,108,048.00 ",Rimm-PODCAST,Igor Spasojevic,≤100,1
"398,473,086,860,799.00 ",The Hyattsville Wire,The Hyattsville Wire,≤100,1
"304,058,913,005,378.00 ",Senior and Disabled Concerns,Senior & Disabled Concerns,≤100,1
"105,972,201,560,763.00 ",kenny.vaden,These ads ran without a disclaimer,≤100,1
"104,528,666,245,089.00 ",Lisa Daftari,These ads ran without a disclaimer,≤100,1
"599,440,446,852,355.00 ",Julie Roys,These ads ran without a disclaimer,≤100,1
"104,429,322,479,685.00 ",Helpful Saving Tips,These ads ran without a disclaimer,≤100,1
"103,880,631,874,223.00 ",Larry Silver Jr for Mayor of  Greenfield Indiana,Larry Wayne Silver,≤100,2
"439,916,519,395,375.00 ",Hilltop Bible,These ads ran without a disclaimer,≤100,1
"683,684,194,987,945.00 ","City of Largo, Florida USA",City of Largo,≤100,1
"170,185,040,224,869.00 ","First Baptist Church, MLK",These ads ran without a disclaimer,≤100,1
"133,188,206,691,411.00 ",The Perfect World Foundation,These ads ran without a disclaimer,≤100,1
"103,306,001,054,814.00 ",AEI Executive Council at the University of Wisconsin-Madison,These ads ran without a disclaimer,≤100,1
"108,893,185,372,747.00 ",California Clean Energy Project,These ads ran without a disclaimer,≤100,1
"109,458,541,802,456.00 ",Van Hoose for Escambia County,Myra Van Hoose for County Commission,≤100,1
"359,919,601,300,667.00 ",Transgender Advocacy Council,These ads ran without a disclaimer,≤100,1
"102,161,431,437,496.00 ",Big View AI,These ads ran without a disclaimer,≤100,1
"316,412,886,964.00 ",Michael Grimm,These ads ran without a disclaimer,≤100,1
"100,183,081,867,995.00 ",Moneymade,These ads ran without a disclaimer,≤100,4
"1,859,914,244,280,620.00 ",STEAM Engine,These ads ran without a disclaimer,≤100,1
"104,290,518,941,686.00 ",Pal Stories,These ads ran without a disclaimer,≤100,2
"106,017,354,975,472.00 ",Urban Voicez Podcast,These ads ran without a disclaimer,≤100,1
"337,017,506,309,686.00 ","City of Spartanburg, SC",City of Spartanburg,≤100,1
"559,879,564,028,583.00 ",Green Foothills,Green Foothills Foundation,≤100,1
"161,704,750,515,927.00 ",Workers Defense Project,Workers Defense Project,≤100,1
"1,091,305,144,385,460.00 ",Extinction Rebellion NYC,"Extinction Rebellion Organizing Committee, Inc.",≤100,1
"40,055,265,495.00 ",The British Journal of Photography,These ads ran without a disclaimer,≤100,1
"112,233,723,498,525.00 ",Fringe Benefits Theatre CT4CT,These ads ran without a disclaimer,≤100,1
"347,179,776,373,689.00 ",Our Funny Little Site Hub,These ads ran without a disclaimer,≤100,1
"1,842,612,892,619,440.00 ",Drew Petersen,Protect Our Winters,≤100,3
"504,753,133,221,912.00 ",David Lee Brewer for Pike County Judge,David Lee Brewer,≤100,1
"100,383,281,644,916.00 ",The Movement and the Madman,These ads ran without a disclaimer,≤100,1
"152,065,518,140,304.00 ",Wildlife Conservation Society,Wildlife Conservation Society,≤100,1
"108,165,127,638,289.00 ",Untold Palestine,These ads ran without a disclaimer,≤100,1
"291,787,634,202,205.00 ",Illinois Department of Human Services,These ads ran without a disclaimer,≤100,1
"107,010,494,015,560.00 ",Virginians for Clean Energy,270 Strategies,≤100,1
"228,215,063,765.00 ",Oregon West RV,These ads ran without a disclaimer,≤100,1
"473,558,766,140,108.00 ",Charlotte Stemmans Clavier,CHARLOTTE CLAVIER CAMPAIGN FUND,≤100,1
"1,556,481,434,584,900.00 ",Paul Xavier,These ads ran without a disclaimer,≤100,1
"106,239,491,985,146.00 ",Koi Stories,These ads ran without a disclaimer,≤100,1
"100,805,965,993,615.00 ",Sun Cup Wellness,These ads ran without a disclaimer,≤100,1
"110,463,704,610,731.00 ",Cute Kiwi,These ads ran without a disclaimer,≤100,2
"343,614,292,498,301.00 ","Hennig Kramer Ruiz & Singh, LLP",These ads ran without a disclaimer,≤100,1
"349,702,751,902,673.00 ",Hereditary Angioedema Association - HAEA,HEREDITARY ANGIOEDEMA ASSOCIATION INC.,≤100,1
"142,148,422,542,873.00 ",Dakota Boys and Girls Ranch,DAKOTA BOYS AND GIRLS RANCH,≤100,3
"103,541,388,418,070.00 ",Every Day Koala News,These ads ran without a disclaimer,≤100,2
"103,919,949,673,205.00 ",Bluegrass Integrated Communications,BLUEGRASS BUSINESS SERVICE INC,≤100,1
